Title,Trim,Location,Distance,MSRP,Price,Monthly Payment,VIN,Stock Number,Dealer,Dealer Phone,Dealer Address,Dealer Website,Listing URL
2025 Nissan Versa,SR FWD,"Edison, NJ",33 mi away,"$23,750","$23,132",$434/mo est.,3N1CN8FV1SL895393,251093,Edison Nissan,(848) 213-9244,"401 U.s. Highway 1, Edison, NJ 08817",http://www.myedisonnissan.com/index.htm?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/437552918?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=13&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gDseHjMAJwYABwkKADmfhwArj0V6A2kGPYBWAC0NTUYeOM4jQBGOOMtjY7jUDUM9tjz+DUtCp1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH0ADYALK-c6NfJ5IA
2025 Nissan Versa,SR FWD,"Edison, NJ",33 mi away,"$23,750","$23,132",$434/mo est.,3N1CN8FV6SL902614,251096,Edison Nissan,(848) 213-9244,"401 U.s. Highway 1, Edison, NJ 08817",http://www.myedisonnissan.com/index.htm?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/437657394?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=14&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gDsAGx4NfYAnDgkKADmfhwArj0V6HjMpBj2AVgAtDU1GHgTOM0ARjgTABzNjhNQNQz22Av4NasKnWDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPo6gBZf6XZr5PJAA
2025 Kia K4,LXS FWD,"Denville, NJ",31 mi away,"$24,375","$23,132",$434/mo est.,3KPFT4DE0SE240562,K251187,Performance Kia of Denville,(682) 688-8939,"3101 State Route 10, Denville, NJ 07834",http://www.kiadenvillenj.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/433270070?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=15&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49vbMAOxsDSQoAOZ+HACuHRXoeMykGLVOALR1dRh4wzgAnABGOMMAHNOOw1B1DPbYM-h1iwqtYOgMqgBS5gAapwikAGIAQgAWAFrMAKpIAPIAVvoA7gAZWSnP4eeKkUrKJD6ABsAFlvqdpvk8kA
2025 Hyundai Elantra,SEL Sport FWD,"Milford, CT",51 mi away,"$25,635","$23,135",$434/mo est.,KMHLM4DG1SU043561,M043561,Key Hyundai of Milford,(844) 793-8902,"566 Bridgeport Ave, Milford, CT 06460",https://www.keyhyundaimilfordct.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/421738137?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=16&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zBgA7PYAHBj2tSQoAOZ+HACu3RXoeMykzQFYALS1tRh4YzgAnABGOGMNc45jULUM9tjz+LUNCh1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH0ADYALK-c5zfJ5IA
2025 Hyundai Elantra,SEL Sport FWD,"Milford, CT",51 mi away,"$25,635","$23,135",$434/mo est.,KMHLM4DG1SU043446,M043446,Key Hyundai of Milford,(844) 793-8902,"566 Bridgeport Ave, Milford, CT 06460",https://www.keyhyundaimilfordct.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/421282096?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=17&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zBjMABysAJwAbCQoAOZ+HACu3RXoeMykGPYBWAC0AOyTGHjjOI0ARjjjdY2O41CTDPbYC-iTdQodYOgMqgBS5gAaFwikAGIAQgAWAFrMAKpIAPIAVvoAO4AGVkF0BHnipFKyiQ+maAFk-hdGvk8kA
2025 Nissan Versa,SV FWD,"East Hanover, NJ",24 mi away,"$23,140","$23,140",$434/mo est.,3N1CN8EV5SL886973,SL886973,,,,,https://www.cargurus.com/details/435208810?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=18&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4jqwAHLXYJCgA5n4cAK7tFeh4zKQY9gFYALQA7KMYeMM4AJwARjjDtTOOw1CjDPbYs-ijtQotYOgMqgBS5gAapwikAGIAQgAWAFrMAKpIAPIAVvoA7gAZWSnP4eeKkUrKJD6ABsAFlvqcZvk8kA
2025 Nissan Versa,SV FWD,"Ardmore, PA",91 mi away,"$23,140","$23,140",$434/mo est.,3N1CN8EV7SL887963,250385,Piazza Nissan of Ardmore,(610) 890-4517,"265 Lancaster Ave, Ardmore, PA 19003",https://www.piazzanissanofardmore.com/VehicleSearchResults?search=new&vin=3N1CN8EV7SL887963&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/436600604?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=19&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gBsNWz1OCQoAOZ+HACuHRXoeMykGPYBWAC0AOxjGHgjOACcAEY4IwAcs44jUGMM9thz+GPLCq1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH0NQAsr9zrN8nkgA
2025 Nissan Versa,SV FWD,"Hazle Township, PA",110 mi away,"$23,140","$23,140",$434/mo est.,3N1CN8EV6SL886755,SL886755,,,,,https://www.cargurus.com/details/438240071?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=20&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gAczDhsAOwYJCgA5n4cAK5dFeh4zKQY9gFYALSNzXhjOACcAEY4YzWzjmNQjQz22HP4jTUK7WDoDKoAUuYAGmcIpABiAEIAFgBazACqSADyAFb6AO4AGVkZ3+HnipFKyiQ+gAbABZH5nWb5PJAA
2025 Nissan Versa,SV FWD,"Ardmore, PA",91 mi away,"$23,140","$23,140",$434/mo est.,3N1CN8EV4SL886785,250378,Piazza Nissan of Ardmore,(610) 890-4517,"265 Lancaster Ave, Ardmore, PA 19003",https://www.piazzanissanofardmore.com/VehicleSearchResults?search=new&vin=3N1CN8EV4SL886785&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/433180050?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=21&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49vYYABxsTiQoAOZ+HACuHRXoeMykGPYBWAC0AOxjGHgjOACcAEY4I3WzjiNQYwy1uLP4Y3UKrWDoDKoAUuYAGmcIpABiAEIAFgBazACqSADyAFb6AO4AGVkZ3+HnipFKyiQ+gAbABZH5nWb5PJAA
2025 Nissan Versa,SV FWD,"Red Bank, NJ",34 mi away,,"$23,140",$434/mo est.,3N1CN8EV3SL888219,RB250683,,,,,https://www.cargurus.com/details/441300106?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=22&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4OBj2bNgAbCQoAOZ+HACuHRXoeMyktQFYALQA7KMYeMM4AJwARjjDABwzjsNQowz22LP4o0sKrWDoDKoAUuYAGmcIpABiAEIAFgBazACqSADyAFb6AO4AGVkZ3+HnipFKyiQ+gaAFkfmcZvk8kA
2025 Kia K4,EX FWD,"Colmar, PA",80 mi away,"$25,975","$23,154",$434/mo est.,3KPFU4DE0SE246679,KLN4198,Bergey's Kia,(855) 853-8648,"713 Bethlehem Pike, Colmar, PA 18915",https://www.bergeyskia.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/434053549?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=23&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49jhYeI44AJwkKADmfhwArp0V6HjMpBj2AVgAtADs4xh4o00ARjijAByNjqNQ4wz22E3440sKbWDoDKoAUuYAGmcIpABiAEIAFgBazACqSADyAFb6AO4AGVkZ3+HnipFKyiQ+gAbABZH5nRr5PJAA
2025 Kia K4,LXS FWD,"Danvers, MA",195 mi away,"$24,375","$23,156",$434/mo est.,3KPFT4DE8SE219930,1278,Kia North Danvers,(351) 247-8195,"181 Newbury St, Danvers, MA 01923",https://www.kianorthdanvers.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/433166892?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=1&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49vYYAGx1ABwAnMwkKADmLBgcAK69FeiNpKQMpFiN9gC0EFikYFM4YN5TjVDMEFMEDAQYAOxY9nVYhO0dYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfR1ACygOuzXyeSAA
2025 Kia K4,LXS FWD,"Danvers, MA",195 mi away,"$24,375","$23,156",$434/mo est.,3KPFT4DE0SE231912,1348,Kia North Danvers,(351) 247-8195,"181 Newbury St, Danvers, MA 01923",https://www.kianorthdanvers.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/433521313?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=2&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49o7MGPb1JCgA5iwYHACuHRXoABykpAykWL32ALQQWKRgYzhg3mO9UMwQYwQMBBgA7Fj2AGxYhE3NYOgMqgBS5gAaFwikAGIAQgAWAFrMAKpIAPIAVvoAO4AGVkF0BHnipFKyiQ+j2AFk-hcAJz5PJAA
2025 Hyundai Elantra,SEL Sport FWD,"Milford, CT",51 mi away,"$25,665","$23,165",$434/mo est.,KMHLM4DG2SU073457,M073457,Key Hyundai of Milford,(844) 793-8902,"566 Bridgeport Ave, Milford, CT 06460",https://www.keyhyundaimilfordct.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/425680164?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=3&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4AQBsABxYGDU4JCgA5iwYHACu3RXodaSkDKRYdfYAtBBYpGATOGDeE3VQzBATBAwEGADsWPY1jQrtYOgMqgBS5gAaFwikAGIAQgAWAFrMAKpIAPIAVvoAO4AGVkF0BHnipFKyiQ+hqAFk-hcAJz5PJAA
2025 Hyundai Elantra,SEL Sport FWD,"Milford, CT",51 mi away,"$25,680","$23,180",$435/mo est.,KMHLM4DG4SU035325,M035325,Key Hyundai of Milford,(844) 793-8902,"566 Bridgeport Ave, Milford, CT 06460",https://www.keyhyundaimilfordct.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/421738145?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=4&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zBgA7PYAHBj4JCgA5iwYHACu3RXoDaSkDKRYDfYAtBBYpGATOGDeEw1QzBATBAwEdVj2AGxYhK1tYOgMqgBS5gAaFwikAGIAQgAWAFrMAKpIAPIAVvoAO4AGVkF0BHnipFKyiQ+j2AFk-hcAJz5PJAA
2025 Nissan Versa,SV FWD,"Raynham, MA",168 mi away,"$23,140","$23,195",$435/mo est.,3N1CN8EV7SL888188,N50499,Mastria Nissan,(617) 798-9877,"1305 New State Hwy, Raynham, MA 02767",https://www.mastrianissan.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/434066032?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=5&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49jhYAGx1WPbMJCgA5iwYHACu3RXoABykpAykWAP2ALQQWKRgkzhg3pMDUMwQkwQMBBgA7E2NhK1tYOgMqgBS5gAaFwikAGIAQgAWAFrMAKpIAPIAVvoAO4AGVkF0BHnipFKyiQ+jqAFk-hcAJz5PJAA
2025 Nissan Versa,SR FWD,"Conshohocken, PA",88 mi away,"$23,300","$23,197",$435/mo est.,3N1CN8FVXSL885400,N260255,Conicelli Nissan,(928) 325-1804,"1222 Ridge Pike, Conshohocken, PA 19428",http://www.conicellinissan.com/new/3N1CN8FVXSL885400.htm?utm_source=cargurus.com&utm_medium=referral,https://www.cargurus.com/details/436476299?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=6&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gBsOADsNcwAnM0kKADmLBgcAK69FegAHKSkDKRYQ-YAtBBYpGDTOGDe00NQzBDTBAwEGPVYtViE7R1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9DUALIAq7NfJ5IA
2025 Nissan Versa,SR FWD,"Conshohocken, PA",88 mi away,"$23,300","$23,197",$435/mo est.,3N1CN8FV7SL903609,N260254,Conicelli Nissan,(928) 325-1804,"1222 Ridge Pike, Conshohocken, PA 19428",http://www.conicellinissan.com/new/3N1CN8FV7SL903609.htm?utm_source=cargurus.com&utm_medium=referral,https://www.cargurus.com/details/436476307?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=7&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gBsOADsNfZY9SQoAOYsGBwArj0V6AAcpKQMpFiD9gC0EFikYFM4YN5Tg1DMEFMEDAQY9Vi1WIRt7WDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPoagBZf6XACc+TyQA
2025 Nissan Kicks Play,S FWD,"Conshohocken, PA",88 mi away,"$23,605","$23,234",$436/mo est.,3N1CP5BV7SL499354,N250964,Conicelli Nissan,(928) 325-1804,"1222 Ridge Pike, Conshohocken, PA 19428",http://www.conicellinissan.com/new/3N1CP5BV7SL499354.htm?utm_source=cargurus.com&utm_medium=referral,https://www.cargurus.com/details/428265637?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=8&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zAAczABsePX2AOwkKADmLBgcAK69Feg1pKQMpFg19gC0EFikYFM4YN5TNVDMEFMEDAQYLVj29ViE7R1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9PUALIAq4ATnyeSAA
2024 Chevrolet Trax,RS with 1RS FWD,"Bay Shore, NY",35 mi away,"$23,590","$23,236",$439/mo est.,KL77LGE2XRC223888,DCXH1R*O,Atlantic Chevrolet Cadillac,(631) 869-7637,"1350 Sunrise Hwy, Bay Shore, NY 11706",http://www.atlanticchevrolet.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/383890238?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=9&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AHPZVAJz+tSQoAOYsGBwArp0V6FWkpAykWDUAtBBYpGCjOGDeo1VQzBCjBAwEGADsWPYAbFiEzS1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH0uwAsr9znV8nkgA
2025 Kia K4,LXS FWD,"Denville, NJ",31 mi away,"$24,505","$23,241",$436/mo est.,3KPFT4DE8SE224206,K251192,Performance Kia of Denville,(682) 688-8939,"3101 State Route 10, Denville, NJ 07834",http://www.kiadenvillenj.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/433622108?resultSetId=64021b40-fc50-4738-8695-30fad5a517e4&searchUuid=8dded083-f0da-4aea-8c2f-51e511703601&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=10&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49vYAbMzM2AAcJCgA5iwYHACu3RXoTaSkDKRYTfYAtBBYpGATOGDeE01QzBATBAwEGADsWHVYhK1tYOgMqgBS5gAaFwikAGIAQgAWAFrMAKpIAPIAVvoAO4AGVkF0BHnipFKyiQ+lqAFk-hcAJz5PJAA
